Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy
Honda,Urban,Jun,5,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision
Honda,Urban,Jun,1,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,5,400,2,none,15 to 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Pontiac,Urban,Mar,4,Female,Single,26,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,10,500,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,2 to 3 years,1 vehicle,All Perils
Toyota,Urban,Oct,3,Male,Single,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision
Pontiac,Urban,Mar,3,Male,Married,41,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1,400,4,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,none,1 year,1 vehicle,Collision
Mazda,Urban,Mar,3,Male,Married,30,Third Party,Sedan - Collision,Sedan,more than 69000,0,8,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision
Pontiac,Rural,Oct,1,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,15,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,Jul,2,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,14,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils
Honda,Urban,Jul,3,Male,Single,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8,400,4,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Honda,Urban,Feb,3,Male,Married,40,Third Party,Sedan - Liability,Sport,20000 to 29000,0,14,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability
Mazda,Urban,Apr,3,Male,Married,65,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,5,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,All Perils
Pontiac,Urban,Feb,1,Female,Single,32,Third Party,Sedan - Liability,Sport,30000 to 39000,0,1,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,Liability
Pontiac,Urban,Feb,1,Female,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Honda,Urban,Jun,1,Female,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12,400,4,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability
Chevrolet,Rural,Oct,4,Male,Married,75,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,13,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,All Perils
Pontiac,Urban,Oct,1,Male,Married,41,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,16,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Pontiac,Urban,Dec,3,Male,Married,43,Policy Holder,Utility - All Perils,Utility,60000 to 69000,0,16,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils
Mazda,Urban,Feb,1,Male,Married,26,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,16,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Oct,4,Male,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability
Pontiac,Urban,Apr,4,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,6,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision
Toyota,Urban,Jul,1,Male,Married,65,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6,400,1,more than 30,more than 30,1,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,All Perils
Toyota,Urban,Oct,3,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,1,400,3,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision
Pontiac,Urban,May,1,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Toyota,Urban,May,1,Male,Married,32,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,3,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability
Toyota,Urban,Oct,2,Male,Single,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability
Accura,Urban,Oct,3,Male,Married,53,Policy Holder,Sedan - Liability,Sport,60000 to 69000,0,10,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Liability
Honda,Urban,Nov,2,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability
Toyota,Rural,Feb,1,Male,Married,31,Third Party,Sedan - Liability,Sport,20000 to 29000,0,1,400,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Chevrolet,Urban,Feb,1,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Pontiac,Urban,Aug,2,Male,Single,42,Third Party,Sedan - Liability,Sport,30000 to 39000,0,13,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Liability
Honda,Urban,Jul,4,Female,Single,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,16,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Ford,Rural,Sep,2,Male,Married,77,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,15,400,4,more than 30,more than 30,none,7 years,over 65,No,No,External,none,no change,1 vehicle,All Perils
Mazda,Urban,Oct,2,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,External,more than 5,4 to 8 years,2 vehicles,Collision
Honda,Urban,Nov,1,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Accura,Urban,Oct,3,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,Internal,1 to 2,no change,1 vehicle,Collision
Honda,Urban,Jun,3,Male,Single,52,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,10,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,3 to 4,All Perils
Pontiac,Rural,Jun,2,Male,Single,38,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,9,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision
Toyota,Urban,Nov,5,Male,Single,33,Third Party,Sedan - Collision,Sedan,less than 20000,0,1,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Chevrolet,Rural,Oct,1,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,16,400,2,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,Collision
Pontiac,Urban,Sep,3,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Toyota,Urban,Sep,2,Female,Single,41,Policy Holder,Sedan - Liability,Sport,more than 69000,0,6,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability
Honda,Urban,Aug,2,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,5,400,2,more than 30,more than 30,1,5 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils
Toyota,Urban,Mar,4,Male,Single,33,Third Party,Sedan - Liability,Sport,20000 to 29000,0,1,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Mazda,Urban,Jul,1,Female,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Toyota,Rural,Aug,5,Female,Single,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils
Ford,Urban,Oct,2,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,Oct,1,Male,Single,41,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,5,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Honda,Urban,Dec,2,Male,Married,56,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,15,400,4,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability
Pontiac,Urban,Oct,2,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,2,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Honda,Urban,Jul,1,Male,Married,52,Policy Holder,Sedan - Liability,Sport,less than 20000,0,15,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability
Toyota,Urban,Jul,1,Female,Single,27,Policy Holder,Sedan - Liability,Sport,more than 69000,0,5,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
VW,Urban,Nov,5,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,12,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,All Perils
Mazda,Urban,Jan,5,Male,Married,78,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1,400,1,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,Collision
Mazda,Urban,Feb,1,Female,Single,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8,500,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,2 to 3 years,2 vehicles,Collision
Pontiac,Urban,Jun,2,Male,Married,39,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability
Mazda,Urban,Jun,2,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,13,400,1,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,Collision
Chevrolet,Urban,Jun,2,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Liability
Mazda,Urban,Jan,4,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10,400,4,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,Collision
Pontiac,Urban,Jun,2,Male,Married,49,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,15,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Liability
Pontiac,Urban,Oct,2,Male,Single,80,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3,700,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,no change,1 vehicle,Liability
Pontiac,Rural,Oct,2,Female,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,11,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Ford,Rural,Oct,3,Male,Married,58,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,1,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Collision
Mazda,Urban,Nov,2,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,15,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils
Pontiac,Urban,Jun,2,Female,Single,21,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,16,400,2,more than 30,more than 30,none,4 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,All Perils
Toyota,Urban,Jan,5,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9,400,3,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Toyota,Urban,Feb,1,Male,Single,30,Third Party,Sedan - All Perils,Sedan,less than 20000,0,5,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Ford,Urban,Feb,2,Female,Married,45,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,10,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils
VW,Urban,Jan,4,Male,Married,43,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,8,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability
Toyota,Urban,Jan,5,Male,Single,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability
Honda,Urban,Nov,2,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Liability
Toyota,Urban,Oct,2,Male,Married,61,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9,400,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Liability
Toyota,Rural,Jul,1,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,8,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Toyota,Urban,Feb,2,Female,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10,400,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision
Pontiac,Urban,Jan,2,Male,Married,56,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,9,400,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,3 to 5,no change,1 vehicle,Liability
Mazda,Urban,Jan,2,Male,Single,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,Liability
Mazda,Urban,Feb,1,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13,400,3,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability
VW,Urban,Oct,1,Male,Married,55,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,1,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,3 to 4,All Perils
Honda,Urban,Jan,5,Male,Married,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,16,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Jan,3,Female,Married,43,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision
Pontiac,Urban,Oct,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,less than 20000,1,11,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision
Accura,Rural,Mar,1,Male,Single,26,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,16,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils
Toyota,Rural,Feb,4,Male,Single,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2,400,2,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Honda,Urban,Feb,4,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7,400,1,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Feb,3,Male,Married,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Aug,4,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,1,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils
Saturn,Rural,Jun,2,Male,Married,42,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,8,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils
Honda,Urban,Jun,3,Male,Married,45,Third Party,Sport - Collision,Sport,more than 69000,0,9,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Mazda,Urban,Mar,1,Female,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Toyota,Rural,Feb,4,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,10,400,1,more than 30,more than 30,none,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Honda,Urban,Feb,3,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2,400,2,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Mazda,Urban,Jan,1,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8,700,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Chevrolet,Urban,May,5,Male,Married,65,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15,400,2,more than 30,more than 30,more than 4,6 years,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability
Accura,Urban,Apr,4,Male,Single,58,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,5,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,All Perils
Pontiac,Urban,Jul,1,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9,400,4,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Mazda,Rural,Oct,1,Male,Married,50,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,14,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,Collision
